w_static.py:2022-04-29 14:39:08,791:----------start-of-run----------
data_utils.py:2022-04-29 14:39:15,268:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:39:22,670:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:39:22,671:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:39:23,368:Epoch:  1
trainer_bp.py:2022-04-30 19:48:10,894:Iteration: 0, Meta Train Loss 0.0014953547617489057
trainer_bp.py:2022-04-30 19:48:23,624:Iteration: 0, val loss 0.0014525545265231194
trainer_bp.py:2022-04-30 19:51:19,668:Iteration: 100, Meta Train Loss 0.0007127222980363097
trainer_bp.py:2022-04-30 19:51:31,865:Iteration: 100, val loss 0.0014443892595913603
trainer_bp.py:2022-04-30 19:54:28,357:Iteration: 200, Meta Train Loss 0.0005892791083515827
trainer_bp.py:2022-04-30 19:54:40,580:Iteration: 200, val loss 0.0014057083329365686
trainer_bp.py:2022-04-30 19:57:38,756:Iteration: 300, Meta Train Loss 0.0008459668109786795
trainer_bp.py:2022-04-30 19:57:50,885:Iteration: 300, val loss 0.0016419531615630403
trainer_bp.py:2022-04-30 20:00:48,313:Iteration: 400, Meta Train Loss 0.000620992806981595
trainer_bp.py:2022-04-30 20:01:00,441:Iteration: 400, val loss 0.0015013955118477944
trainer_bp.py:2022-04-30 20:03:57,721:Iteration: 500, Meta Train Loss 0.0010118312025635208
trainer_bp.py:2022-04-30 20:04:10,338:Iteration: 500, val loss 0.0014113849875108777
trainer_bp.py:2022-04-30 20:07:07,960:Iteration: 600, Meta Train Loss 0.0008478429138004998
trainer_bp.py:2022-04-30 20:07:20,121:Iteration: 600, val loss 0.0014283092514958376
trainer_bp.py:2022-04-30 20:10:18,201:Iteration: 700, Meta Train Loss 0.0009566184047665127
trainer_bp.py:2022-04-30 20:10:30,364:Iteration: 700, val loss 0.001404121746977232
trainer_bp.py:2022-04-30 20:13:27,768:Iteration: 800, Meta Train Loss 0.0010106619563634651
trainer_bp.py:2022-04-30 20:13:39,973:Iteration: 800, val loss 0.0014069693614669073
trainer_bp.py:2022-04-30 20:16:37,777:Iteration: 900, Meta Train Loss 0.0008222527752641904
trainer_bp.py:2022-04-30 20:16:50,025:Iteration: 900, val loss 0.001525440411338565
trainer_bp.py:2022-04-30 20:19:48,708:Iteration: 1000, Meta Train Loss 0.000803777779906858
trainer_bp.py:2022-04-30 20:20:00,860:Iteration: 1000, val loss 0.0013969774540261387
trainer_bp.py:2022-04-30 20:22:58,711:Iteration: 1100, Meta Train Loss 0.00137849668266314
trainer_bp.py:2022-04-30 20:23:10,999:Iteration: 1100, val loss 0.0014224266824314385
trainer_bp.py:2022-04-30 20:26:08,477:Iteration: 1200, Meta Train Loss 0.001592516489678925
trainer_bp.py:2022-04-30 20:26:20,758:Iteration: 1200, val loss 0.0017058373438238916
trainer_bp.py:2022-04-30 20:29:17,460:Iteration: 1300, Meta Train Loss 0.002324674459098865
trainer_bp.py:2022-04-30 20:29:29,720:Iteration: 1300, val loss 0.0014309877396020952
trainer_bp.py:2022-04-30 20:32:26,110:Iteration: 1400, Meta Train Loss 0.001001166275712303
trainer_bp.py:2022-04-30 20:32:38,292:Iteration: 1400, val loss 0.0014115643383207524
trainer_bp.py:2022-04-30 20:35:42,696:Iteration: 1500, Meta Train Loss 0.0006503392658506972
trainer_bp.py:2022-04-30 20:35:54,909:Iteration: 1500, val loss 0.001427491136983314
trainer_bp.py:2022-04-30 20:38:55,157:Iteration: 1600, Meta Train Loss 0.0015034623221631279
trainer_bp.py:2022-04-30 20:39:07,321:Iteration: 1600, val loss 0.0017693581943370462
trainer_bp.py:2022-04-30 20:42:06,588:Iteration: 1700, Meta Train Loss 0.001013633579891581
trainer_bp.py:2022-04-30 20:42:18,809:Iteration: 1700, val loss 0.0014525593373225884
trainer_bp.py:2022-04-30 20:45:17,396:Iteration: 1800, Meta Train Loss 0.001791113892169648
trainer_bp.py:2022-04-30 20:45:29,643:Iteration: 1800, val loss 0.0014030722041476807
trainer_bp.py:2022-04-30 20:47:00,252:Epoch:  6
trainer_bp.py:2022-04-30 20:47:02,051:Iteration: 0, Meta Train Loss 0.0006110954384081046
trainer_bp.py:2022-04-30 20:47:14,097:Iteration: 0, val loss 0.001424160805590182
trainer_bp.py:2022-04-30 20:50:12,197:Iteration: 100, Meta Train Loss 0.0013810507476793438
trainer_bp.py:2022-04-30 20:50:24,332:Iteration: 100, val loss 0.0014250442738886376
trainer_bp.py:2022-04-30 20:53:22,053:Iteration: 200, Meta Train Loss 0.0008697083736784448
trainer_bp.py:2022-04-30 20:53:34,296:Iteration: 200, val loss 0.0015815889066281127
trainer_bp.py:2022-04-30 20:56:35,521:Iteration: 300, Meta Train Loss 0.0008950455057311034
trainer_bp.py:2022-04-30 20:56:48,124:Iteration: 300, val loss 0.001529715172960302
trainer_bp.py:2022-04-30 20:59:46,341:Iteration: 400, Meta Train Loss 0.0005811182673289655
trainer_bp.py:2022-04-30 20:59:58,567:Iteration: 400, val loss 0.0017223657279427254
trainer_bp.py:2022-04-30 21:02:55,981:Iteration: 500, Meta Train Loss 0.0017571392773653536
trainer_bp.py:2022-04-30 21:03:08,178:Iteration: 500, val loss 0.001415331307362716
trainer_bp.py:2022-04-30 21:06:06,776:Iteration: 600, Meta Train Loss 0.001097714482614205
trainer_bp.py:2022-04-30 21:06:18,922:Iteration: 600, val loss 0.0014560677792972245
trainer_bp.py:2022-04-30 21:09:16,288:Iteration: 700, Meta Train Loss 0.0007136827972766893
trainer_bp.py:2022-04-30 21:09:28,479:Iteration: 700, val loss 0.0023205627782019278
trainer_bp.py:2022-04-30 21:12:32,763:Iteration: 800, Meta Train Loss 0.0012710709173980642
trainer_bp.py:2022-04-30 21:12:45,412:Iteration: 800, val loss 0.001412586762428046
trainer_bp.py:2022-04-30 21:15:44,017:Iteration: 900, Meta Train Loss 0.0006783851075928913
trainer_bp.py:2022-04-30 21:15:56,148:Iteration: 900, val loss 0.0014128217844756239
trainer_bp.py:2022-04-30 21:19:00,967:Iteration: 1000, Meta Train Loss 0.0018950589943226772
trainer_bp.py:2022-04-30 21:19:13,114:Iteration: 1000, val loss 0.0014251052502954368
trainer_bp.py:2022-04-30 21:22:10,790:Iteration: 1100, Meta Train Loss 0.0016623586003274766
trainer_bp.py:2022-04-30 21:22:22,963:Iteration: 1100, val loss 0.0014130206706673624
trainer_bp.py:2022-04-30 21:25:21,986:Iteration: 1200, Meta Train Loss 0.0007875234848811587
trainer_bp.py:2022-04-30 21:25:34,229:Iteration: 1200, val loss 0.0015028129109417086
trainer_bp.py:2022-04-30 21:28:33,055:Iteration: 1300, Meta Train Loss 0.0005411875513758543
trainer_bp.py:2022-04-30 21:28:45,116:Iteration: 1300, val loss 0.0014261074151930102
trainer_bp.py:2022-04-30 21:31:43,028:Iteration: 1400, Meta Train Loss 0.0006698246212352961
trainer_bp.py:2022-04-30 21:31:55,201:Iteration: 1400, val loss 0.0014264316164672
trainer_bp.py:2022-04-30 21:34:53,208:Iteration: 1500, Meta Train Loss 0.0007006517210992533
trainer_bp.py:2022-04-30 21:35:05,358:Iteration: 1500, val loss 0.001433562735513079
trainer_bp.py:2022-04-30 21:38:04,792:Iteration: 1600, Meta Train Loss 0.0006187575130942998
trainer_bp.py:2022-04-30 21:38:16,900:Iteration: 1600, val loss 0.0016091199463344602
trainer_bp.py:2022-04-30 21:41:15,781:Iteration: 1700, Meta Train Loss 0.000570469680132793
trainer_bp.py:2022-04-30 21:41:27,982:Iteration: 1700, val loss 0.0013972064196381927
trainer_bp.py:2022-04-30 21:44:27,178:Iteration: 1800, Meta Train Loss 0.0012536680515969787
trainer_bp.py:2022-04-30 21:44:39,300:Iteration: 1800, val loss 0.001472406342623142
trainer_bp.py:2022-04-30 21:46:10,098:Epoch:  7
trainer_bp.py:2022-04-30 21:46:10,100:Early stop at epoch: 6
trainer_bp.py:2022-04-30 21:46:10,100:Early stop loss: 0.0013650799668928132, val loss: 0.001472406342623142
trainer_bp.py:2022-04-30 21:46:10,107:-------start-baseline-------
data_utils.py:2022-04-30 21:46:13,407:# all trajectories: 24694
trainer_bp.py:2022-04-30 21:46:13,413:Using 18520 instances for training
trainer_bp.py:2022-04-30 21:46:13,413:Using 6174 instances for validation
trainer_bp.py:2022-04-30 21:46:13,415:Epoch:  0
trainer_bp.py:2022-04-30 21:46:13,509:iteration: 0, baseline train loss 0.08602380090460125
trainer_bp.py:2022-04-30 21:46:25,681:Iteration: 0, baseline val loss 0.08321841421560604
trainer_bp.py:2022-04-30 21:46:32,467:iteration: 100, baseline train loss 0.0025898688197157483
trainer_bp.py:2022-04-30 21:46:44,964:Iteration: 100, baseline val loss 0.003372137639936839
trainer_bp.py:2022-04-30 21:46:51,717:iteration: 200, baseline train loss 0.002566123273304934
trainer_bp.py:2022-04-30 21:47:04,187:Iteration: 200, baseline val loss 0.0023335658459840633
trainer_bp.py:2022-04-30 21:47:11,085:iteration: 300, baseline train loss 0.0014109673196861761
trainer_bp.py:2022-04-30 21:47:23,496:Iteration: 300, baseline val loss 0.0021293394151510724
trainer_bp.py:2022-04-30 21:47:30,323:iteration: 400, baseline train loss 0.0018972401495896448
trainer_bp.py:2022-04-30 21:47:42,767:Iteration: 400, baseline val loss 0.0020568588596530835
trainer_bp.py:2022-04-30 21:47:49,528:iteration: 500, baseline train loss 0.0017986401866979574
trainer_bp.py:2022-04-30 21:48:01,865:Iteration: 500, baseline val loss 0.0019444052198174379
trainer_bp.py:2022-04-30 21:48:07,254:Epoch:  1
trainer_bp.py:2022-04-30 21:48:07,342:iteration: 0, baseline train loss 0.0012524400662238203
trainer_bp.py:2022-04-30 21:48:19,688:Iteration: 0, baseline val loss 0.0018899678724804574
trainer_bp.py:2022-04-30 21:48:26,448:iteration: 100, baseline train loss 0.002125825010792154
trainer_bp.py:2022-04-30 21:48:39,648:Iteration: 100, baseline val loss 0.0017841733006293665
trainer_bp.py:2022-04-30 21:48:46,476:iteration: 200, baseline train loss 0.002026758924347701
trainer_bp.py:2022-04-30 21:48:58,952:Iteration: 200, baseline val loss 0.0016126023121890774
trainer_bp.py:2022-04-30 21:49:06,014:iteration: 300, baseline train loss 0.0014525863815667004
trainer_bp.py:2022-04-30 21:49:18,316:Iteration: 300, baseline val loss 0.0014036251190636007
trainer_bp.py:2022-04-30 21:49:25,116:iteration: 400, baseline train loss 0.0020120625283485067
trainer_bp.py:2022-04-30 21:49:37,473:Iteration: 400, baseline val loss 0.0013181356549065318
trainer_bp.py:2022-04-30 21:49:44,257:iteration: 500, baseline train loss 0.0008120713311859584
trainer_bp.py:2022-04-30 21:49:56,594:Iteration: 500, baseline val loss 0.0012678458763944996
trainer_bp.py:2022-04-30 21:50:01,872:Epoch:  2
trainer_bp.py:2022-04-30 21:50:01,956:iteration: 0, baseline train loss 0.0019125889743410228
trainer_bp.py:2022-04-30 21:50:14,340:Iteration: 0, baseline val loss 0.0012437737059149876
trainer_bp.py:2022-04-30 21:50:21,161:iteration: 100, baseline train loss 0.0011384876490751258
trainer_bp.py:2022-04-30 21:50:33,573:Iteration: 100, baseline val loss 0.0012352326253105353
trainer_bp.py:2022-04-30 21:50:40,341:iteration: 200, baseline train loss 0.0011170303326989597
trainer_bp.py:2022-04-30 21:50:52,688:Iteration: 200, baseline val loss 0.001237868492847272
trainer_bp.py:2022-04-30 21:50:59,452:iteration: 300, baseline train loss 0.0010603503398617133
trainer_bp.py:2022-04-30 21:51:11,805:Iteration: 300, baseline val loss 0.0012172124643285564
trainer_bp.py:2022-04-30 21:51:18,653:iteration: 400, baseline train loss 0.0016624304210555018
trainer_bp.py:2022-04-30 21:51:31,045:Iteration: 400, baseline val loss 0.0012170279128478555
trainer_bp.py:2022-04-30 21:51:37,887:iteration: 500, baseline train loss 0.0012838837490869444
trainer_bp.py:2022-04-30 21:51:50,417:Iteration: 500, baseline val loss 0.0012289574537577383
trainer_bp.py:2022-04-30 21:51:55,699:Epoch:  3
trainer_bp.py:2022-04-30 21:51:55,699:saving model for the first time!
trainer_bp.py:2022-04-30 21:51:55,787:iteration: 0, baseline train loss 0.0012105739951698492
trainer_bp.py:2022-04-30 21:52:08,228:Iteration: 0, baseline val loss 0.0012253897771857104
trainer_bp.py:2022-04-30 21:52:15,001:iteration: 100, baseline train loss 0.0013312185526431286
trainer_bp.py:2022-04-30 21:52:27,418:Iteration: 100, baseline val loss 0.0012162112974946388
trainer_bp.py:2022-04-30 21:52:34,208:iteration: 200, baseline train loss 0.000911925982106595
trainer_bp.py:2022-04-30 21:52:46,587:Iteration: 200, baseline val loss 0.0012106232041906204
trainer_bp.py:2022-04-30 21:52:53,351:iteration: 300, baseline train loss 0.0013095559309260856
trainer_bp.py:2022-04-30 21:53:05,648:Iteration: 300, baseline val loss 0.0012000502644169656
trainer_bp.py:2022-04-30 21:53:12,434:iteration: 400, baseline train loss 0.0009307491751441861
trainer_bp.py:2022-04-30 21:53:24,693:Iteration: 400, baseline val loss 0.0012059327353895072
trainer_bp.py:2022-04-30 21:53:31,459:iteration: 500, baseline train loss 0.0010641249237143223
trainer_bp.py:2022-04-30 21:53:43,661:Iteration: 500, baseline val loss 0.0012061822762511269
trainer_bp.py:2022-04-30 21:53:48,929:Epoch:  4
trainer_bp.py:2022-04-30 21:53:49,013:iteration: 0, baseline train loss 0.0012338616159990054
trainer_bp.py:2022-04-30 21:54:01,318:Iteration: 0, baseline val loss 0.001198592746757122
trainer_bp.py:2022-04-30 21:54:08,208:iteration: 100, baseline train loss 0.0014204960589576344
trainer_bp.py:2022-04-30 21:54:21,480:Iteration: 100, baseline val loss 0.0011991197445222381
trainer_bp.py:2022-04-30 21:54:28,285:iteration: 200, baseline train loss 0.0012009035481836592
trainer_bp.py:2022-04-30 21:54:40,606:Iteration: 200, baseline val loss 0.001199913288725092
trainer_bp.py:2022-04-30 21:54:47,525:iteration: 300, baseline train loss 0.0009157886910421556
trainer_bp.py:2022-04-30 21:55:00,036:Iteration: 300, baseline val loss 0.0012021453981576151
trainer_bp.py:2022-04-30 21:55:06,837:iteration: 400, baseline train loss 0.0017147709407811828
trainer_bp.py:2022-04-30 21:55:19,034:Iteration: 400, baseline val loss 0.0011943155140522262
trainer_bp.py:2022-04-30 21:55:25,820:iteration: 500, baseline train loss 0.0009289801698075026
trainer_bp.py:2022-04-30 21:55:38,136:Iteration: 500, baseline val loss 0.001202010300927456
trainer_bp.py:2022-04-30 21:55:43,416:Epoch:  5
trainer_bp.py:2022-04-30 21:55:43,501:iteration: 0, baseline train loss 0.0009813763089618341
trainer_bp.py:2022-04-30 21:55:55,861:Iteration: 0, baseline val loss 0.0012301630967390383
trainer_bp.py:2022-04-30 21:56:02,647:iteration: 100, baseline train loss 0.0012925799810766902
trainer_bp.py:2022-04-30 21:56:15,017:Iteration: 100, baseline val loss 0.0012205553244339694
trainer_bp.py:2022-04-30 21:56:21,890:iteration: 200, baseline train loss 0.0013083596374045467
trainer_bp.py:2022-04-30 21:56:34,172:Iteration: 200, baseline val loss 0.0012061740086386787
trainer_bp.py:2022-04-30 21:56:40,941:iteration: 300, baseline train loss 0.001678479822785414
trainer_bp.py:2022-04-30 21:56:53,256:Iteration: 300, baseline val loss 0.0011925851891023422
trainer_bp.py:2022-04-30 21:57:00,031:iteration: 400, baseline train loss 0.001146830178671007
trainer_bp.py:2022-04-30 21:57:12,389:Iteration: 400, baseline val loss 0.001197459773470132
trainer_bp.py:2022-04-30 21:57:19,157:iteration: 500, baseline train loss 0.0012168135031191088
trainer_bp.py:2022-04-30 21:57:31,552:Iteration: 500, baseline val loss 0.0012037404029031974
trainer_bp.py:2022-04-30 21:57:36,815:Epoch:  6
trainer_bp.py:2022-04-30 21:57:36,816:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 21:57:36,900:iteration: 0, baseline train loss 0.001555987400431425
trainer_bp.py:2022-04-30 21:57:49,133:Iteration: 0, baseline val loss 0.001189099859790618
trainer_bp.py:2022-04-30 21:57:56,062:iteration: 100, baseline train loss 0.0010611846792111163
trainer_bp.py:2022-04-30 21:58:08,340:Iteration: 100, baseline val loss 0.001208475084360606
trainer_bp.py:2022-04-30 21:58:15,150:iteration: 200, baseline train loss 0.0012024356952956472
trainer_bp.py:2022-04-30 21:58:27,443:Iteration: 200, baseline val loss 0.0011958252796315945
trainer_bp.py:2022-04-30 21:58:34,247:iteration: 300, baseline train loss 0.0012426947364803478
trainer_bp.py:2022-04-30 21:58:46,639:Iteration: 300, baseline val loss 0.001190131708357307
trainer_bp.py:2022-04-30 21:58:53,433:iteration: 400, baseline train loss 0.0013168298780381455
trainer_bp.py:2022-04-30 21:59:05,616:Iteration: 400, baseline val loss 0.0011905624767808555
trainer_bp.py:2022-04-30 21:59:12,522:iteration: 500, baseline train loss 0.0010080997242576273
trainer_bp.py:2022-04-30 21:59:24,828:Iteration: 500, baseline val loss 0.0012374322397472166
trainer_bp.py:2022-04-30 21:59:30,134:Epoch:  7
trainer_bp.py:2022-04-30 21:59:30,217:iteration: 0, baseline train loss 0.0011070718621951211
trainer_bp.py:2022-04-30 21:59:42,690:Iteration: 0, baseline val loss 0.0011821877466401671
trainer_bp.py:2022-04-30 21:59:49,566:iteration: 100, baseline train loss 0.001253185869705246
trainer_bp.py:2022-04-30 22:00:02,660:Iteration: 100, baseline val loss 0.001189646265944121
trainer_bp.py:2022-04-30 22:00:09,553:iteration: 200, baseline train loss 0.000878054152707299
trainer_bp.py:2022-04-30 22:00:21,865:Iteration: 200, baseline val loss 0.0011877187603212011
trainer_bp.py:2022-04-30 22:00:28,727:iteration: 300, baseline train loss 0.001181242691646113
trainer_bp.py:2022-04-30 22:00:40,964:Iteration: 300, baseline val loss 0.0011848815823488773
trainer_bp.py:2022-04-30 22:00:47,728:iteration: 400, baseline train loss 0.0011612742390473033
trainer_bp.py:2022-04-30 22:01:00,045:Iteration: 400, baseline val loss 0.001199755461694461
trainer_bp.py:2022-04-30 22:01:06,915:iteration: 500, baseline train loss 0.0011827868910145476
trainer_bp.py:2022-04-30 22:01:19,306:Iteration: 500, baseline val loss 0.001189602500272115
trainer_bp.py:2022-04-30 22:01:24,661:Epoch:  8
trainer_bp.py:2022-04-30 22:01:24,748:iteration: 0, baseline train loss 0.0010673809307626657
trainer_bp.py:2022-04-30 22:01:37,152:Iteration: 0, baseline val loss 0.0011891669004271469
trainer_bp.py:2022-04-30 22:01:43,942:iteration: 100, baseline train loss 0.00092910984458821
trainer_bp.py:2022-04-30 22:01:56,244:Iteration: 100, baseline val loss 0.001185947308767565
trainer_bp.py:2022-04-30 22:02:03,077:iteration: 200, baseline train loss 0.001297442048850823
trainer_bp.py:2022-04-30 22:02:15,564:Iteration: 200, baseline val loss 0.0011866550996020736
trainer_bp.py:2022-04-30 22:02:22,423:iteration: 300, baseline train loss 0.0012547648942060304
trainer_bp.py:2022-04-30 22:02:34,876:Iteration: 300, baseline val loss 0.0011851167944372527
trainer_bp.py:2022-04-30 22:02:41,735:iteration: 400, baseline train loss 0.0011417225871539261
trainer_bp.py:2022-04-30 22:02:54,104:Iteration: 400, baseline val loss 0.001180486945678729
trainer_bp.py:2022-04-30 22:03:00,980:iteration: 500, baseline train loss 0.00102150649210973
trainer_bp.py:2022-04-30 22:03:13,368:Iteration: 500, baseline val loss 0.0011831968659786732
trainer_bp.py:2022-04-30 22:03:18,784:Epoch:  9
trainer_bp.py:2022-04-30 22:03:18,784:Loss improved, saving model and setting loss
trainer_bp.py:2022-04-30 22:03:18,874:iteration: 0, baseline train loss 0.0011537242853125722
trainer_bp.py:2022-04-30 22:03:31,314:Iteration: 0, baseline val loss 0.001196256394753038
trainer_bp.py:2022-04-30 22:03:38,114:iteration: 100, baseline train loss 0.002195422005125733
trainer_bp.py:2022-04-30 22:03:50,683:Iteration: 100, baseline val loss 0.0011865738539433267
trainer_bp.py:2022-04-30 22:03:57,471:iteration: 200, baseline train loss 0.0010297689967495598
trainer_bp.py:2022-04-30 22:04:09,853:Iteration: 200, baseline val loss 0.0011835167651557993
trainer_bp.py:2022-04-30 22:04:16,790:iteration: 300, baseline train loss 0.0009453151438066307
trainer_bp.py:2022-04-30 22:04:29,311:Iteration: 300, baseline val loss 0.0012004942669873826
trainer_bp.py:2022-04-30 22:04:36,089:iteration: 400, baseline train loss 0.0012649873732335914
trainer_bp.py:2022-04-30 22:04:48,228:Iteration: 400, baseline val loss 0.0012009400068018893
trainer_bp.py:2022-04-30 22:04:55,199:iteration: 500, baseline train loss 0.001315036495400926
trainer_bp.py:2022-04-30 22:05:07,656:Iteration: 500, baseline val loss 0.0012046759129079611
trainer_bp.py:2022-04-30 22:05:12,963:Epoch:  10
trainer_bp.py:2022-04-30 22:05:13,046:iteration: 0, baseline train loss 0.000983155793471083
trainer_bp.py:2022-04-30 22:05:25,419:Iteration: 0, baseline val loss 0.001193410300389133
trainer_bp.py:2022-04-30 22:05:32,267:iteration: 100, baseline train loss 0.0012522503840049141
trainer_bp.py:2022-04-30 22:05:45,510:Iteration: 100, baseline val loss 0.0011794123286079446
trainer_bp.py:2022-04-30 22:05:52,408:iteration: 200, baseline train loss 0.0010581822065314163
trainer_bp.py:2022-04-30 22:06:04,842:Iteration: 200, baseline val loss 0.0011939899234651417
trainer_bp.py:2022-04-30 22:06:11,737:iteration: 300, baseline train loss 0.0018159805834475056
trainer_bp.py:2022-04-30 22:06:24,081:Iteration: 300, baseline val loss 0.0012083476273799707
trainer_bp.py:2022-04-30 22:06:30,984:iteration: 400, baseline train loss 0.0011551875791403136
trainer_bp.py:2022-04-30 22:06:43,364:Iteration: 400, baseline val loss 0.001182320627544136
trainer_bp.py:2022-04-30 22:06:50,347:iteration: 500, baseline train loss 0.0013064979520394117
trainer_bp.py:2022-04-30 22:07:02,849:Iteration: 500, baseline val loss 0.0011929032170904458
trainer_bp.py:2022-04-30 22:07:08,126:Epoch:  11
trainer_bp.py:2022-04-30 22:07:08,215:iteration: 0, baseline train loss 0.0009624708651989393
trainer_bp.py:2022-04-30 22:07:20,663:Iteration: 0, baseline val loss 0.0011818346091509316
trainer_bp.py:2022-04-30 22:07:27,461:iteration: 100, baseline train loss 0.0012150650185750742
trainer_bp.py:2022-04-30 22:07:39,914:Iteration: 100, baseline val loss 0.0011940275491424408
trainer_bp.py:2022-04-30 22:07:46,797:iteration: 200, baseline train loss 0.001308995736098322
trainer_bp.py:2022-04-30 22:07:59,259:Iteration: 200, baseline val loss 0.0011884200810515946
trainer_bp.py:2022-04-30 22:08:06,077:iteration: 300, baseline train loss 0.0011177490780904125
trainer_bp.py:2022-04-30 22:08:18,495:Iteration: 300, baseline val loss 0.0011855781491315143
trainer_bp.py:2022-04-30 22:08:25,411:iteration: 400, baseline train loss 0.0014765361837494398
trainer_bp.py:2022-04-30 22:08:37,876:Iteration: 400, baseline val loss 0.0011824973947894759
trainer_bp.py:2022-04-30 22:08:44,654:iteration: 500, baseline train loss 0.0013080814160027544
trainer_bp.py:2022-04-30 22:08:57,052:Iteration: 500, baseline val loss 0.0012141740210768097
trainer_bp.py:2022-04-30 22:09:02,446:Epoch:  12
trainer_bp.py:2022-04-30 22:09:02,447:Early stop at epoch: 12
trainer_bp.py:2022-04-30 22:09:02,447:Early stop loss: 0.0011831968659786732, val loss: 0.0012141740210768097
data_utils.py:2022-04-30 22:09:03,144:# all trajectories: 6180
trainer_bp.py:2022-04-30 22:09:03,144:test_num_tasks = 6180
data_utils.py:2022-04-30 22:12:41,141:# all trajectories: 6180
trainer_bp.py:2022-04-30 22:12:41,141:test_num_tasks = 6180
trainer_bp.py:2022-04-30 22:17:21,876:-----params-----
trainer_bp.py:2022-04-30 22:17:21,876:dtype : torch.float64
trainer_bp.py:2022-04-30 22:17:21,876:dataset : bp
trainer_bp.py:2022-04-30 22:17:21,876:static_dim : 147
trainer_bp.py:2022-04-30 22:17:21,876:num_tasks_training : 24694
trainer_bp.py:2022-04-30 22:17:21,876:num_tasks_test : 6180
trainer_bp.py:2022-04-30 22:17:21,876:steps_ahead : 3
trainer_bp.py:2022-04-30 22:17:21,876:device : cuda
trainer_bp.py:2022-04-30 22:17:21,876:model_type : lstm
trainer_bp.py:2022-04-30 22:17:21,876:early_stop_diff : 0.0
trainer_bp.py:2022-04-30 22:17:21,876:es_epoch : 3
trainer_bp.py:2022-04-30 22:17:21,876:epochs_maml : 50
trainer_bp.py:2022-04-30 22:17:21,876:epochs_baseline : 50
trainer_bp.py:2022-04-30 22:17:21,876:meta_batch_size : 10
trainer_bp.py:2022-04-30 22:17:21,876:shots : 10
trainer_bp.py:2022-04-30 22:17:21,876:hidden_dim : 64
trainer_bp.py:2022-04-30 22:17:21,876:adapt_steps : 10
trainer_bp.py:2022-04-30 22:17:21,876:window_size : 1
trainer_bp.py:2022-04-30 22:17:21,876:fits : (0, 10)
trainer_bp.py:2022-04-30 22:17:21,876:adapt_lr : 0.01
trainer_bp.py:2022-04-30 22:17:21,876:meta_lr : 0.001
trainer_bp.py:2022-04-30 22:17:21,876:lr : 0.001
trainer_bp.py:2022-04-30 22:17:21,877:baseline_finetune_lr : 0.0001
trainer_bp.py:2022-04-30 22:17:21,877:batch_size : 32
trainer_bp.py:2022-04-30 22:17:21,877:save_models : False
trainer_bp.py:2022-04-30 22:17:21,877:log_dir : w_static_bp_3
trainer_bp.py:2022-04-30 22:17:21,877:debugging : False
trainer_bp.py:2022-04-30 22:17:21,877:swap_support_query : False
trainer_bp.py:2022-04-30 22:17:21,877:seed : 3
trainer_bp.py:2022-04-30 22:17:21,877:model : baseline
trainer_bp.py:2022-04-30 22:17:21,877:maml_bias : tensor([-0.1350,  0.1439, -0.1735], requires_grad=True)
trainer_bp.py:2022-04-30 22:17:21,877:tb_dir : runs/w_static_bp_3/20220430-155322
trainer_bp.py:2022-04-30 22:17:21,877:baseline_bias : tensor([-0.1350,  0.1439, -0.1735], requires_grad=True)
trainer_bp.py:2022-04-30 22:17:21,877:num_params : 25095
trainer_bp.py:2022-04-30 22:17:21,877:test_instance : 6179
trainer_bp.py:2022-04-30 22:17:21,877:-----params-----
trainer_bp.py:2022-04-30 22:17:21,878:mae maml 0 : 8.22964628891788 : 3.6012776844674046
trainer_bp.py:2022-04-30 22:17:21,878:rmse maml 0 : 10.031493896643802 : 4.951348173786542
trainer_bp.py:2022-04-30 22:17:21,879:mae maml 10 : 7.235906576395241 : 3.5176525165737464
trainer_bp.py:2022-04-30 22:17:21,879:rmse maml 10 : 9.075727260889222 : 5.061831007845714
trainer_bp.py:2022-04-30 22:17:21,880:mae baseline 0 : 7.776086897076309 : 3.5166841197503875
trainer_bp.py:2022-04-30 22:17:21,881:rmse baseline 0 : 9.689349972756125 : 5.104014237310047
trainer_bp.py:2022-04-30 22:17:21,882:mae baseline 10 : 7.344956389637955 : 3.5588764214637005
trainer_bp.py:2022-04-30 22:17:21,882:rmse baseline 10 : 9.285805650846761 : 5.2248282090120375
w_static.py:2022-04-30 22:17:21,883:----------end-of-run----------
w_static.py:2022-04-30 22:17:36,413:----------start-of-run----------
data_utils.py:2022-04-30 22:17:42,889:# all trajectories: 24694
trainer_bp.py:2022-04-30 22:17:50,207:Using 18520 instances for training
trainer_bp.py:2022-04-30 22:17:50,207:Using 6174 instances for validation
trainer_bp.py:2022-04-30 22:17:50,906:Epoch:  1
trainer_bp.py:2022-04-30 22:17:53,054:Iteration: 0, Meta Train Loss 0.04417349491743742
trainer_bp.py:2022-04-30 22:18:05,109:Iteration: 0, val loss 0.050247257873090256
trainer_bp.py:2022-04-30 22:21:01,747:Iteration: 100, Meta Train Loss 0.0018816093390449367
trainer_bp.py:2022-04-30 22:21:13,965:Iteration: 100, val loss 0.0023812732442456326
trainer_bp.py:2022-04-30 22:24:11,353:Iteration: 200, Meta Train Loss 0.0018787543705305694
