wo_static.py:2022-04-29 14:51:24,706:----------start-of-run----------
data_utils.py:2022-04-29 14:51:31,447:# all trajectories: 24694
trainer_bp.py:2022-04-29 14:51:38,807:Using 18520 instances for training
trainer_bp.py:2022-04-29 14:51:38,807:Using 6174 instances for validation
trainer_bp.py:2022-04-29 14:51:39,502:Epoch:  1
trainer_bp.py:2022-04-30 17:40:02,509:Iteration: 100, Meta Train Loss 0.002299160386826119
trainer_bp.py:2022-04-30 17:40:11,562:Iteration: 100, val loss 0.0027796961419826994
trainer_bp.py:2022-04-30 17:43:17,136:Iteration: 200, Meta Train Loss 0.002317667862234891
trainer_bp.py:2022-04-30 17:43:26,209:Iteration: 200, val loss 0.002316450648679176
trainer_bp.py:2022-04-30 17:46:12,002:Iteration: 300, Meta Train Loss 0.00202149374753564
trainer_bp.py:2022-04-30 17:46:21,108:Iteration: 300, val loss 0.00210921290249168
trainer_bp.py:2022-04-30 17:49:06,207:Iteration: 400, Meta Train Loss 0.0012899790167957713
trainer_bp.py:2022-04-30 17:49:15,182:Iteration: 400, val loss 0.0020327000508585176
trainer_bp.py:2022-04-30 17:52:01,747:Iteration: 500, Meta Train Loss 0.001073091018386552
trainer_bp.py:2022-04-30 17:52:10,763:Iteration: 500, val loss 0.001929925602936572
trainer_bp.py:2022-04-30 17:54:56,719:Iteration: 600, Meta Train Loss 0.0009846126291203376
trainer_bp.py:2022-04-30 17:55:05,712:Iteration: 600, val loss 0.0018444591194059909
trainer_bp.py:2022-04-30 17:57:51,302:Iteration: 700, Meta Train Loss 0.0021076646548777063
trainer_bp.py:2022-04-30 17:58:00,327:Iteration: 700, val loss 0.0017627647106476082
trainer_bp.py:2022-04-30 18:00:46,067:Iteration: 800, Meta Train Loss 0.0011633930051975928
trainer_bp.py:2022-04-30 18:00:55,006:Iteration: 800, val loss 0.00172044383676808
trainer_bp.py:2022-04-30 18:03:40,646:Iteration: 900, Meta Train Loss 0.0010875145294325927
trainer_bp.py:2022-04-30 18:03:49,686:Iteration: 900, val loss 0.0016808925521831445
trainer_bp.py:2022-04-30 18:06:35,038:Iteration: 1000, Meta Train Loss 0.0018989479729747548
trainer_bp.py:2022-04-30 18:06:44,000:Iteration: 1000, val loss 0.0016204118023540254
trainer_bp.py:2022-04-30 18:09:29,319:Iteration: 1100, Meta Train Loss 0.0006101917852489708
trainer_bp.py:2022-04-30 18:09:38,326:Iteration: 1100, val loss 0.0016059475987519403
trainer_bp.py:2022-04-30 18:12:23,654:Iteration: 1200, Meta Train Loss 0.0007441191919381768
trainer_bp.py:2022-04-30 18:12:32,606:Iteration: 1200, val loss 0.0015747368051180956
trainer_bp.py:2022-04-30 18:15:18,482:Iteration: 1300, Meta Train Loss 0.0009982845874633704
trainer_bp.py:2022-04-30 18:15:27,449:Iteration: 1300, val loss 0.0015740567393582345
trainer_bp.py:2022-04-30 18:18:12,961:Iteration: 1400, Meta Train Loss 0.0012809463326377297
trainer_bp.py:2022-04-30 18:18:21,983:Iteration: 1400, val loss 0.0015340836061754888
trainer_bp.py:2022-04-30 18:21:07,467:Iteration: 1500, Meta Train Loss 0.0012927461789959667
trainer_bp.py:2022-04-30 18:21:16,472:Iteration: 1500, val loss 0.0015164183646207796
trainer_bp.py:2022-04-30 18:24:02,312:Iteration: 1600, Meta Train Loss 0.001306908985312341
trainer_bp.py:2022-04-30 18:24:11,309:Iteration: 1600, val loss 0.0015813141097447952
trainer_bp.py:2022-04-30 18:26:56,938:Iteration: 1700, Meta Train Loss 0.00088322386070368
trainer_bp.py:2022-04-30 18:27:05,870:Iteration: 1700, val loss 0.0015073650546183375
trainer_bp.py:2022-04-30 18:29:51,191:Iteration: 1800, Meta Train Loss 0.0013805229817992403
trainer_bp.py:2022-04-30 18:30:00,206:Iteration: 1800, val loss 0.0015145191952872239
trainer_bp.py:2022-04-30 18:31:24,665:Epoch:  2
trainer_bp.py:2022-04-30 18:31:26,342:Iteration: 0, Meta Train Loss 0.00047563455491521584
trainer_bp.py:2022-04-30 18:31:35,236:Iteration: 0, val loss 0.0015069371898464871
trainer_bp.py:2022-04-30 18:34:21,316:Iteration: 100, Meta Train Loss 0.0008377171549032076
trainer_bp.py:2022-04-30 18:34:30,772:Iteration: 100, val loss 0.0015211769757990273
trainer_bp.py:2022-04-30 18:37:16,795:Iteration: 200, Meta Train Loss 0.0009685078705434721
trainer_bp.py:2022-04-30 18:37:25,741:Iteration: 200, val loss 0.001480015283761001
trainer_bp.py:2022-04-30 18:40:11,927:Iteration: 300, Meta Train Loss 0.0008228194458795775
trainer_bp.py:2022-04-30 18:40:20,926:Iteration: 300, val loss 0.001499334917883093
trainer_bp.py:2022-04-30 18:43:06,978:Iteration: 400, Meta Train Loss 0.0004997351040782234
trainer_bp.py:2022-04-30 18:43:15,949:Iteration: 400, val loss 0.0014704627687181853
trainer_bp.py:2022-04-30 18:46:02,009:Iteration: 500, Meta Train Loss 0.0007325604660437635
trainer_bp.py:2022-04-30 18:46:11,014:Iteration: 500, val loss 0.0014892488771886983
trainer_bp.py:2022-04-30 18:48:56,913:Iteration: 600, Meta Train Loss 0.0014953129677201284
trainer_bp.py:2022-04-30 18:49:05,915:Iteration: 600, val loss 0.0014447254893313998
trainer_bp.py:2022-04-30 18:51:51,674:Iteration: 700, Meta Train Loss 0.0008497396690061069
trainer_bp.py:2022-04-30 18:52:00,679:Iteration: 700, val loss 0.0014687485456619368
trainer_bp.py:2022-04-30 18:54:46,847:Iteration: 800, Meta Train Loss 0.0012532424030466229
trainer_bp.py:2022-04-30 18:54:55,835:Iteration: 800, val loss 0.0016440432754739128
trainer_bp.py:2022-04-30 18:57:41,864:Iteration: 900, Meta Train Loss 0.0007147581963107812
trainer_bp.py:2022-04-30 18:57:50,866:Iteration: 900, val loss 0.0014527872104747553
trainer_bp.py:2022-04-30 19:00:37,409:Iteration: 1000, Meta Train Loss 0.001494649530748594
trainer_bp.py:2022-04-30 19:00:46,423:Iteration: 1000, val loss 0.0014395515534899146
trainer_bp.py:2022-04-30 19:03:32,840:Iteration: 1100, Meta Train Loss 0.0008246393447296394
trainer_bp.py:2022-04-30 19:03:41,864:Iteration: 1100, val loss 0.0014750000739792738
trainer_bp.py:2022-04-30 19:06:27,804:Iteration: 1200, Meta Train Loss 0.0008292956023305275
trainer_bp.py:2022-04-30 19:06:36,790:Iteration: 1200, val loss 0.0015757431130042994
trainer_bp.py:2022-04-30 19:09:22,286:Iteration: 1300, Meta Train Loss 0.001168346378044931
trainer_bp.py:2022-04-30 19:09:31,292:Iteration: 1300, val loss 0.001450218617741471
trainer_bp.py:2022-04-30 19:12:16,791:Iteration: 1400, Meta Train Loss 0.0008223836619215511
trainer_bp.py:2022-04-30 19:12:25,769:Iteration: 1400, val loss 0.0014337782362903871
trainer_bp.py:2022-04-30 19:15:11,214:Iteration: 1500, Meta Train Loss 0.0007010000701399466
trainer_bp.py:2022-04-30 19:15:20,209:Iteration: 1500, val loss 0.0014648472743484756
trainer_bp.py:2022-04-30 19:18:05,807:Iteration: 1600, Meta Train Loss 0.0006395738053031994
trainer_bp.py:2022-04-30 19:18:14,779:Iteration: 1600, val loss 0.0014619749557852797
trainer_bp.py:2022-04-30 19:21:00,072:Iteration: 1700, Meta Train Loss 0.0007650310303764851
trainer_bp.py:2022-04-30 19:21:09,053:Iteration: 1700, val loss 0.0016366022522762654
trainer_bp.py:2022-04-30 19:23:55,536:Iteration: 1800, Meta Train Loss 0.0008062982028888767
trainer_bp.py:2022-04-30 19:24:04,512:Iteration: 1800, val loss 0.0014793005936876475
trainer_bp.py:2022-04-30 19:25:29,256:Epoch:  3
trainer_bp.py:2022-04-30 19:25:30,939:Iteration: 0, Meta Train Loss 0.0011364179020824463
trainer_bp.py:2022-04-30 19:25:39,869:Iteration: 0, val loss 0.0014454818967453373
trainer_bp.py:2022-04-30 19:28:25,879:Iteration: 100, Meta Train Loss 0.0005890241379033816
trainer_bp.py:2022-04-30 19:28:34,898:Iteration: 100, val loss 0.0014643889881815857
trainer_bp.py:2022-04-30 19:31:20,784:Iteration: 200, Meta Train Loss 0.0007403989774542163
trainer_bp.py:2022-04-30 19:31:29,723:Iteration: 200, val loss 0.0014737010727256502
trainer_bp.py:2022-04-30 19:34:15,949:Iteration: 300, Meta Train Loss 0.001000621702519602
trainer_bp.py:2022-04-30 19:34:24,926:Iteration: 300, val loss 0.0014458375521407174
trainer_bp.py:2022-04-30 19:37:11,668:Iteration: 400, Meta Train Loss 0.0008844286660631607
trainer_bp.py:2022-04-30 19:37:20,684:Iteration: 400, val loss 0.001436226422661342
trainer_bp.py:2022-04-30 19:40:06,870:Iteration: 500, Meta Train Loss 0.00185326132883795
trainer_bp.py:2022-04-30 19:40:15,850:Iteration: 500, val loss 0.0014918467548850419
trainer_bp.py:2022-04-30 19:43:02,016:Iteration: 600, Meta Train Loss 0.0013120484843142115
trainer_bp.py:2022-04-30 19:43:10,986:Iteration: 600, val loss 0.0014845214617975834
trainer_bp.py:2022-04-30 19:45:58,119:Iteration: 700, Meta Train Loss 0.000825530533264602
trainer_bp.py:2022-04-30 19:46:07,116:Iteration: 700, val loss 0.0014667766071738348
trainer_bp.py:2022-04-30 19:48:53,528:Iteration: 800, Meta Train Loss 0.0006485150799860326
trainer_bp.py:2022-04-30 19:49:02,540:Iteration: 800, val loss 0.0014556422445833387
trainer_bp.py:2022-04-30 19:51:48,958:Iteration: 900, Meta Train Loss 0.0011682486268060194
trainer_bp.py:2022-04-30 19:51:57,964:Iteration: 900, val loss 0.0014255835673723384
trainer_bp.py:2022-04-30 19:54:44,308:Iteration: 1000, Meta Train Loss 0.0009100342696268296
trainer_bp.py:2022-04-30 19:54:53,308:Iteration: 1000, val loss 0.0014380616173021033
trainer_bp.py:2022-04-30 19:57:40,227:Iteration: 1100, Meta Train Loss 0.00034950406374661014
trainer_bp.py:2022-04-30 19:57:49,194:Iteration: 1100, val loss 0.0014536218825871232
trainer_bp.py:2022-04-30 20:00:35,082:Iteration: 1200, Meta Train Loss 0.0014487560344408224
trainer_bp.py:2022-04-30 20:00:44,059:Iteration: 1200, val loss 0.001443081749558859
trainer_bp.py:2022-04-30 20:03:30,133:Iteration: 1300, Meta Train Loss 0.0014104670610220358
trainer_bp.py:2022-04-30 20:03:39,086:Iteration: 1300, val loss 0.0014424439001858042
trainer_bp.py:2022-04-30 20:06:25,517:Iteration: 1400, Meta Train Loss 0.0011772948298404535
trainer_bp.py:2022-04-30 20:06:34,473:Iteration: 1400, val loss 0.001474792514144851
trainer_bp.py:2022-04-30 20:09:21,019:Iteration: 1500, Meta Train Loss 0.0013369090046516608
trainer_bp.py:2022-04-30 20:09:29,950:Iteration: 1500, val loss 0.001430235874697225
trainer_bp.py:2022-04-30 20:12:16,120:Iteration: 1600, Meta Train Loss 0.0007908756303175667
trainer_bp.py:2022-04-30 20:12:25,120:Iteration: 1600, val loss 0.0014515782609666017
trainer_bp.py:2022-04-30 20:15:11,094:Iteration: 1700, Meta Train Loss 0.00081984469585797
trainer_bp.py:2022-04-30 20:15:20,085:Iteration: 1700, val loss 0.001455969991487843
trainer_bp.py:2022-04-30 20:18:06,474:Iteration: 1800, Meta Train Loss 0.0009037125241027922
trainer_bp.py:2022-04-30 20:18:15,479:Iteration: 1800, val loss 0.001440215337438162
trainer_bp.py:2022-04-30 20:19:40,955:Epoch:  4
trainer_bp.py:2022-04-30 20:19:40,956:saving model for the first time!
trainer_bp.py:2022-04-30 20:19:42,636:Iteration: 0, Meta Train Loss 0.0007471409502790714
trainer_bp.py:2022-04-30 20:19:51,608:Iteration: 0, val loss 0.0014406566393246815
trainer_bp.py:2022-04-30 20:22:38,290:Iteration: 100, Meta Train Loss 0.0018557300681176201
trainer_bp.py:2022-04-30 20:22:47,298:Iteration: 100, val loss 0.001475572289591062
trainer_bp.py:2022-04-30 20:25:33,930:Iteration: 200, Meta Train Loss 0.0008055028037082508
trainer_bp.py:2022-04-30 20:25:42,874:Iteration: 200, val loss 0.0014893094434210038
trainer_bp.py:2022-04-30 20:28:29,342:Iteration: 300, Meta Train Loss 0.0013069307615816118
trainer_bp.py:2022-04-30 20:28:38,322:Iteration: 300, val loss 0.0014369074946271724
trainer_bp.py:2022-04-30 20:31:25,128:Iteration: 400, Meta Train Loss 0.0008045380298903853
trainer_bp.py:2022-04-30 20:31:34,096:Iteration: 400, val loss 0.001482361825592095
trainer_bp.py:2022-04-30 20:34:21,002:Iteration: 500, Meta Train Loss 0.001598383138263558
trainer_bp.py:2022-04-30 20:34:30,020:Iteration: 500, val loss 0.0014244032830419842
trainer_bp.py:2022-04-30 20:37:16,862:Iteration: 600, Meta Train Loss 0.001112070962173942
trainer_bp.py:2022-04-30 20:37:25,890:Iteration: 600, val loss 0.00142554226057068
trainer_bp.py:2022-04-30 20:40:11,906:Iteration: 700, Meta Train Loss 0.0007501471393656618
trainer_bp.py:2022-04-30 20:40:20,914:Iteration: 700, val loss 0.0015071342788656188
trainer_bp.py:2022-04-30 20:43:07,773:Iteration: 800, Meta Train Loss 0.0008140261600319116
trainer_bp.py:2022-04-30 20:43:16,770:Iteration: 800, val loss 0.0015238789935221187
trainer_bp.py:2022-04-30 20:46:03,121:Iteration: 900, Meta Train Loss 0.0010253662463381586
trainer_bp.py:2022-04-30 20:46:12,123:Iteration: 900, val loss 0.001491630019947251
trainer_bp.py:2022-04-30 20:48:58,214:Iteration: 1000, Meta Train Loss 0.003939103989542935
trainer_bp.py:2022-04-30 20:49:07,246:Iteration: 1000, val loss 0.0014631129636741055
trainer_bp.py:2022-04-30 20:51:53,130:Iteration: 1100, Meta Train Loss 0.0006134875110536451
trainer_bp.py:2022-04-30 20:52:02,135:Iteration: 1100, val loss 0.0014766833002537022
trainer_bp.py:2022-04-30 20:54:49,437:Iteration: 1200, Meta Train Loss 0.0008638398789012483
trainer_bp.py:2022-04-30 20:54:58,425:Iteration: 1200, val loss 0.0014817569034284968
trainer_bp.py:2022-04-30 20:57:44,832:Iteration: 1300, Meta Train Loss 0.0005343992627328888
trainer_bp.py:2022-04-30 20:57:53,784:Iteration: 1300, val loss 0.0014386913626144421
trainer_bp.py:2022-04-30 21:00:39,829:Iteration: 1400, Meta Train Loss 0.0009200394534313972
trainer_bp.py:2022-04-30 21:00:48,797:Iteration: 1400, val loss 0.0014184412521169346
trainer_bp.py:2022-04-30 21:03:35,342:Iteration: 1500, Meta Train Loss 0.0014171389349857703
trainer_bp.py:2022-04-30 21:03:44,298:Iteration: 1500, val loss 0.0014041226872049993
trainer_bp.py:2022-04-30 21:06:30,445:Iteration: 1600, Meta Train Loss 0.0008883633944325383
trainer_bp.py:2022-04-30 21:06:39,453:Iteration: 1600, val loss 0.0016172287820178078
trainer_bp.py:2022-04-30 21:09:25,294:Iteration: 1700, Meta Train Loss 0.0005078813805801672
trainer_bp.py:2022-04-30 21:09:34,294:Iteration: 1700, val loss 0.0014586817953834567
trainer_bp.py:2022-04-30 21:12:20,180:Iteration: 1800, Meta Train Loss 0.0012424389470666358
trainer_bp.py:2022-04-30 21:12:29,179:Iteration: 1800, val loss 0.0014179662043597556
trainer_bp.py:2022-04-30 21:13:54,023:Epoch:  5
trainer_bp.py:2022-04-30 21:13:55,690:Iteration: 0, Meta Train Loss 0.0009246600675187435
trainer_bp.py:2022-04-30 21:14:04,681:Iteration: 0, val loss 0.001605880908436994
trainer_bp.py:2022-04-30 21:16:51,440:Iteration: 100, Meta Train Loss 0.0010303303238536634
trainer_bp.py:2022-04-30 21:17:00,370:Iteration: 100, val loss 0.0014309925576249235
trainer_bp.py:2022-04-30 21:19:46,218:Iteration: 200, Meta Train Loss 0.001284976668189288
trainer_bp.py:2022-04-30 21:19:55,221:Iteration: 200, val loss 0.001435737126903114
trainer_bp.py:2022-04-30 21:22:41,263:Iteration: 300, Meta Train Loss 0.0009270871090577553
trainer_bp.py:2022-04-30 21:22:50,282:Iteration: 300, val loss 0.001543080119483694
trainer_bp.py:2022-04-30 21:25:36,282:Iteration: 400, Meta Train Loss 0.0007341020400400262
trainer_bp.py:2022-04-30 21:25:45,265:Iteration: 400, val loss 0.0015103147807905078
trainer_bp.py:2022-04-30 21:28:31,173:Iteration: 500, Meta Train Loss 0.0004189814887143341
trainer_bp.py:2022-04-30 21:28:40,186:Iteration: 500, val loss 0.0014633378904082418
trainer_bp.py:2022-04-30 21:31:26,049:Iteration: 600, Meta Train Loss 0.0009644419639384948
trainer_bp.py:2022-04-30 21:31:35,041:Iteration: 600, val loss 0.0016425742830495837
trainer_bp.py:2022-04-30 21:34:21,222:Iteration: 700, Meta Train Loss 0.0006144306527694196
trainer_bp.py:2022-04-30 21:34:30,228:Iteration: 700, val loss 0.0014390304053890047
trainer_bp.py:2022-04-30 21:37:16,534:Iteration: 800, Meta Train Loss 0.004194552004175375
trainer_bp.py:2022-04-30 21:37:25,490:Iteration: 800, val loss 0.001470610163921755
trainer_bp.py:2022-04-30 21:40:12,607:Iteration: 900, Meta Train Loss 0.001153149892862802
trainer_bp.py:2022-04-30 21:40:21,553:Iteration: 900, val loss 0.0014277311737781629
trainer_bp.py:2022-04-30 21:43:07,487:Iteration: 1000, Meta Train Loss 0.0006835286155582366
trainer_bp.py:2022-04-30 21:43:16,518:Iteration: 1000, val loss 0.0014762356007564515
trainer_bp.py:2022-04-30 21:46:02,379:Iteration: 1100, Meta Train Loss 0.0008950319583419987
trainer_bp.py:2022-04-30 21:46:11,333:Iteration: 1100, val loss 0.0015594953549987077
trainer_bp.py:2022-04-30 21:49:00,408:Iteration: 1200, Meta Train Loss 0.0007156560124990581
trainer_bp.py:2022-04-30 21:49:09,323:Iteration: 1200, val loss 0.0015387190315034815
trainer_bp.py:2022-04-30 21:51:57,832:Iteration: 1300, Meta Train Loss 0.001501513236859433
trainer_bp.py:2022-04-30 21:52:06,762:Iteration: 1300, val loss 0.0015721756212183462
trainer_bp.py:2022-04-30 21:54:54,429:Iteration: 1400, Meta Train Loss 0.0006990184634201357
trainer_bp.py:2022-04-30 21:55:03,412:Iteration: 1400, val loss 0.0014530414337600606
trainer_bp.py:2022-04-30 21:57:51,327:Iteration: 1500, Meta Train Loss 0.0007947710732141207
trainer_bp.py:2022-04-30 21:58:00,337:Iteration: 1500, val loss 0.001427698850760308
trainer_bp.py:2022-04-30 22:00:47,769:Iteration: 1600, Meta Train Loss 0.001357232543967308
trainer_bp.py:2022-04-30 22:00:56,744:Iteration: 1600, val loss 0.001732398080262833
trainer_bp.py:2022-04-30 22:03:46,364:Iteration: 1700, Meta Train Loss 0.001017710451322516
trainer_bp.py:2022-04-30 22:03:55,807:Iteration: 1700, val loss 0.001499908398219345
trainer_bp.py:2022-04-30 22:06:45,392:Iteration: 1800, Meta Train Loss 0.0008774267213568261
trainer_bp.py:2022-04-30 22:06:54,393:Iteration: 1800, val loss 0.0015994550306518008
trainer_bp.py:2022-04-30 22:08:21,002:Epoch:  6
trainer_bp.py:2022-04-30 22:08:22,681:Iteration: 0, Meta Train Loss 0.0005160807620499127
trainer_bp.py:2022-04-30 22:08:31,669:Iteration: 0, val loss 0.001430505062449403
trainer_bp.py:2022-04-30 22:11:18,539:Iteration: 100, Meta Train Loss 0.0018538455266718101
trainer_bp.py:2022-04-30 22:11:27,522:Iteration: 100, val loss 0.0014230226655058392
trainer_bp.py:2022-04-30 22:14:14,088:Iteration: 200, Meta Train Loss 0.0007819603130556828
trainer_bp.py:2022-04-30 22:14:23,111:Iteration: 200, val loss 0.0016396842824548644
trainer_bp.py:2022-04-30 22:17:09,334:Iteration: 300, Meta Train Loss 0.0010224773286003472
trainer_bp.py:2022-04-30 22:17:18,315:Iteration: 300, val loss 0.0014524954378363371
trainer_bp.py:2022-04-30 22:20:04,188:Iteration: 400, Meta Train Loss 0.0007086255093682774
trainer_bp.py:2022-04-30 22:20:13,142:Iteration: 400, val loss 0.0014690241190710455
trainer_bp.py:2022-04-30 22:22:59,149:Iteration: 500, Meta Train Loss 0.0008646776785057475
trainer_bp.py:2022-04-30 22:23:08,162:Iteration: 500, val loss 0.0014559585008789323
trainer_bp.py:2022-04-30 22:25:54,879:Iteration: 600, Meta Train Loss 0.001352249647721901
trainer_bp.py:2022-04-30 22:26:03,862:Iteration: 600, val loss 0.0015192521406413946
trainer_bp.py:2022-04-30 22:28:50,596:Iteration: 700, Meta Train Loss 0.0007118414779805807
trainer_bp.py:2022-04-30 22:28:59,554:Iteration: 700, val loss 0.0016480750175001258
trainer_bp.py:2022-04-30 22:31:45,852:Iteration: 800, Meta Train Loss 0.0011917568031612556
trainer_bp.py:2022-04-30 22:31:54,813:Iteration: 800, val loss 0.0014927927445862552
trainer_bp.py:2022-04-30 22:34:40,716:Iteration: 900, Meta Train Loss 0.0009292094395536056
trainer_bp.py:2022-04-30 22:34:49,669:Iteration: 900, val loss 0.0015094508185128197
trainer_bp.py:2022-04-30 22:37:35,478:Iteration: 1000, Meta Train Loss 0.0007493993318998638
trainer_bp.py:2022-04-30 22:37:44,485:Iteration: 1000, val loss 0.0015941497186004482
trainer_bp.py:2022-04-30 22:40:30,192:Iteration: 1100, Meta Train Loss 0.0010210018149724414
trainer_bp.py:2022-04-30 22:40:39,190:Iteration: 1100, val loss 0.0014951157201238267
trainer_bp.py:2022-04-30 22:43:25,182:Iteration: 1200, Meta Train Loss 0.0009994383631077661
trainer_bp.py:2022-04-30 22:43:34,170:Iteration: 1200, val loss 0.0014528094924537716
trainer_bp.py:2022-04-30 22:46:20,282:Iteration: 1300, Meta Train Loss 0.000634702450088454
trainer_bp.py:2022-04-30 22:46:29,254:Iteration: 1300, val loss 0.0015348843163477902
trainer_bp.py:2022-04-30 22:49:15,538:Iteration: 1400, Meta Train Loss 0.0008089442867802642
trainer_bp.py:2022-04-30 22:49:25,020:Iteration: 1400, val loss 0.0014653180580612955
trainer_bp.py:2022-04-30 22:52:10,804:Iteration: 1500, Meta Train Loss 0.0006439460160913589
trainer_bp.py:2022-04-30 22:52:19,803:Iteration: 1500, val loss 0.001492759290921193
trainer_bp.py:2022-04-30 22:55:05,624:Iteration: 1600, Meta Train Loss 0.0011211402754477036
trainer_bp.py:2022-04-30 22:55:14,637:Iteration: 1600, val loss 0.0014691733795494366
trainer_bp.py:2022-04-30 22:58:00,604:Iteration: 1700, Meta Train Loss 0.0007886227005381614
trainer_bp.py:2022-04-30 22:58:09,593:Iteration: 1700, val loss 0.0016382587443128905
trainer_bp.py:2022-04-30 23:00:55,877:Iteration: 1800, Meta Train Loss 0.0011706851570917542
trainer_bp.py:2022-04-30 23:01:04,886:Iteration: 1800, val loss 0.0016121834475599462
trainer_bp.py:2022-04-30 23:02:29,873:Epoch:  7
trainer_bp.py:2022-04-30 23:02:29,875:Early stop at epoch: 6
trainer_bp.py:2022-04-30 23:02:29,875:Early stop loss: 0.001440215337438162, val loss: 0.0016121834475599462
trainer_bp.py:2022-04-30 23:02:29,880:-------start-baseline-------
data_utils.py:2022-04-30 23:02:33,317:# all trajectories: 24694
trainer_bp.py:2022-04-30 23:02:33,324:Using 18520 instances for training
trainer_bp.py:2022-04-30 23:02:33,324:Using 6174 instances for validation
trainer_bp.py:2022-04-30 23:02:33,326:Epoch:  0
trainer_bp.py:2022-04-30 23:02:33,405:iteration: 0, baseline train loss 0.07139932312996589
trainer_bp.py:2022-04-30 23:02:42,385:Iteration: 0, baseline val loss 0.0677763586218606
trainer_bp.py:2022-04-30 23:02:47,442:iteration: 100, baseline train loss 0.002186352179591072
trainer_bp.py:2022-04-30 23:02:56,436:Iteration: 100, baseline val loss 0.003500487355954336
trainer_bp.py:2022-04-30 23:03:01,474:iteration: 200, baseline train loss 0.002595363201060223
trainer_bp.py:2022-04-30 23:03:10,471:Iteration: 200, baseline val loss 0.002651734688554125
trainer_bp.py:2022-04-30 23:03:15,544:iteration: 300, baseline train loss 0.0017166268446780135
trainer_bp.py:2022-04-30 23:03:24,499:Iteration: 300, baseline val loss 0.0022812538984282173
trainer_bp.py:2022-04-30 23:03:29,580:iteration: 400, baseline train loss 0.0014936105038748666
trainer_bp.py:2022-04-30 23:03:38,523:Iteration: 400, baseline val loss 0.002041633529245837
trainer_bp.py:2022-04-30 23:03:43,577:iteration: 500, baseline train loss 0.002249368168290228
trainer_bp.py:2022-04-30 23:03:52,529:Iteration: 500, baseline val loss 0.0018559014576976065
trainer_bp.py:2022-04-30 23:03:56,409:Epoch:  1
trainer_bp.py:2022-04-30 23:03:56,475:iteration: 0, baseline train loss 0.001622941038093049
trainer_bp.py:2022-04-30 23:04:05,449:Iteration: 0, baseline val loss 0.0017242536561934635
trainer_bp.py:2022-04-30 23:04:10,498:iteration: 100, baseline train loss 0.0014615930350077328
trainer_bp.py:2022-04-30 23:04:19,438:Iteration: 100, baseline val loss 0.0015898733665193063
trainer_bp.py:2022-04-30 23:04:24,474:iteration: 200, baseline train loss 0.001323396972150493
trainer_bp.py:2022-04-30 23:04:33,431:Iteration: 200, baseline val loss 0.0014347876498622262
trainer_bp.py:2022-04-30 23:04:38,483:iteration: 300, baseline train loss 0.0013068380417475091
trainer_bp.py:2022-04-30 23:04:47,453:Iteration: 300, baseline val loss 0.0013137333533269765
trainer_bp.py:2022-04-30 23:04:52,530:iteration: 400, baseline train loss 0.001421266990116261
trainer_bp.py:2022-04-30 23:05:01,531:Iteration: 400, baseline val loss 0.0012781410309173897
trainer_bp.py:2022-04-30 23:05:06,570:iteration: 500, baseline train loss 0.001092547503072683
trainer_bp.py:2022-04-30 23:05:15,540:Iteration: 500, baseline val loss 0.0012454617416227608
trainer_bp.py:2022-04-30 23:05:19,494:Epoch:  2
trainer_bp.py:2022-04-30 23:05:19,559:iteration: 0, baseline train loss 0.001175585237880714
trainer_bp.py:2022-04-30 23:05:28,544:Iteration: 0, baseline val loss 0.0012408986142280602
trainer_bp.py:2022-04-30 23:05:33,617:iteration: 100, baseline train loss 0.002089374606012816
trainer_bp.py:2022-04-30 23:05:42,601:Iteration: 100, baseline val loss 0.0012369838010271063
trainer_bp.py:2022-04-30 23:05:47,691:iteration: 200, baseline train loss 0.0009390831661455277
trainer_bp.py:2022-04-30 23:05:57,528:Iteration: 200, baseline val loss 0.001230523537919855
trainer_bp.py:2022-04-30 23:06:02,513:iteration: 300, baseline train loss 0.0010730056865728278
trainer_bp.py:2022-04-30 23:06:11,500:Iteration: 300, baseline val loss 0.0012283136697618406
trainer_bp.py:2022-04-30 23:06:16,553:iteration: 400, baseline train loss 0.0010600014948146713
trainer_bp.py:2022-04-30 23:06:25,521:Iteration: 400, baseline val loss 0.0012291616013704058
trainer_bp.py:2022-04-30 23:06:30,573:iteration: 500, baseline train loss 0.001446994435556404
trainer_bp.py:2022-04-30 23:06:39,571:Iteration: 500, baseline val loss 0.0012228130616708667
trainer_bp.py:2022-04-30 23:06:43,506:Epoch:  3
trainer_bp.py:2022-04-30 23:06:43,507:saving model for the first time!
trainer_bp.py:2022-04-30 23:06:43,574:iteration: 0, baseline train loss 0.0009936663628810738
trainer_bp.py:2022-04-30 23:06:52,577:Iteration: 0, baseline val loss 0.001221899560452561
trainer_bp.py:2022-04-30 23:06:57,662:iteration: 100, baseline train loss 0.0013598326410013452
trainer_bp.py:2022-04-30 23:07:06,711:Iteration: 100, baseline val loss 0.001236770799235772
trainer_bp.py:2022-04-30 23:07:11,772:iteration: 200, baseline train loss 0.001163365307979485
trainer_bp.py:2022-04-30 23:07:20,814:Iteration: 200, baseline val loss 0.0012178834582427362
trainer_bp.py:2022-04-30 23:07:25,773:iteration: 300, baseline train loss 0.0009314042482711041
trainer_bp.py:2022-04-30 23:07:34,778:Iteration: 300, baseline val loss 0.0012410219744027834
trainer_bp.py:2022-04-30 23:07:39,835:iteration: 400, baseline train loss 0.0013346719793820793
